#1,const normal,��ͨ��פĬ�϶���
#2,���鶯��
#3,�ر���ͨ1
#4,�ر���ͨ2
#5,�ر���ͨ3
#6,�ر���ͨ4
#7,������ͨ1
#8,������ͨ2
#9,������ͨ3
#10,������ͨ4
#11,˫�о�ͨ1
#12,˫�о�ͨ2
#13,˫�о�ͨ3
#14,˫�о�ͨ4
#
					#方向	#0 前后 1左右 2前后上下																																																																																																																																																																																																																																																									
					#距离	# 正 前左 负 后右																																																																																																																																																																																																																																																									
										#动作位移															#攻击动作有效时间																																																																																																																																																																																																																																						
		#动作编号	#模型编号	#武器编号	#坐骑编号	#音效	#动作名	#交互对象脚本	#基础播放速率	#起始时间	#结束时间	#方向 	#距离	#高度	#起始时间	#结束时间	#方向	#距离	#高度	#起始时间	#结束时间	#方向	#距离	#高度	#开始时间	#结束时间	#开始时间	#结束时间	#开始时间	#结束时间																																																																																																																																																																																																																																	
#法器蓄力		100	1801017	999	99	0	zhanli	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		110	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		111	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		112	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		120	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		131	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		150	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		152	1801017	999	99	0	yidong	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		155	1801017	999	99	0	xiuxian	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		300	1801017	999	99	0	xiuxian	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		405	1801017	999	99	0	zhanli	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#法器蓄力		801	1801017	999	99	0	gongji	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.485	0	0	0	0	116	1	Bip001 L Hand	0	0	0	0	0	0																																																																																																																																																																																																																								
					#方向	#0 前后 1左右 2前后上下																																																																																																																																																																																																																																																									
					#距离	# 正 前左 负 后右																																																																																																																																																																																																																																																									
										#动作位移															#攻击动作有效时间																																																																																																																																																																																																																																						
		#动作编号	#模型编号	#武器编号	#坐骑编号	#音效	#动作名	#交互对象脚本	#基础播放速率	#起始时间	#结束时间	#方向 	#距离	#高度	#起始时间	#结束时间	#方向	#距离	#高度	#起始时间	#结束时间	#方向	#距离	#高度	#开始时间	#结束时间	#开始时间	#结束时间	#开始时间	#结束时间																																																																																																																																																																																																																																	
#通配动作	#空闲	100	9999	999	99	0	zhanli	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#行走	110	9999	999	99	0	zou	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#跑步	120	9999	999	99	0	pao	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#跑步	120	9999	1	99	0	zhongbing_pao	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#跑步	120	9999	2	99	0	faqi_pao	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#跑步	120	9999	3	99	0	bishou_pao	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#死亡	130	9999	999	99	0	siwang	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#跳跃	131	9999	999	99	0	shangxing	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#晕眩	140	9999	999	99	0	yun	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#爬起1	145	1	999	99	0	paqi1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#爬起2	146	1	999	99	0	paqi2	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#行走	150	9999	999	99	0	zou	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#采集	156	9999	999	99	0	caiji	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#开箱子	157	9999	999	99	0	kaixiangzi	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#空闲	300	9999	999	99	0	zhanli	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		350	9999	999	99	0	gongji	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		400	1	999	99	0	zhanli	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		405	9999	999	99	0	zhandou	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		405	1	999	99	0	jujian0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#技能	450	9999	999	99	0	dadao_bengshanfu	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#飞行	500	1	999	99	0	feixing	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		640	1	999	99	0	jujian_pao	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#罗烟步一段	641	1	999	99	15	shanbi1	-1	1	0.05	0.23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#罗烟步二段	642	1	999	99	0	shanbi2	-1	1	0	0.6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	Bip01 L Hand	67	0	Bip01 R Hand	69	0	0																																																																																																																																																																																																																								
#主角	#罗烟步三段	643	1	999	99	0	shanbi3	-1	1	0	0.6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	Bip01 L Hand	67	0	Bip01 R Hand	69	0	0																																																																																																																																																																																																																								
#主角		650	1	999	99	0	jujian_chu	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角		660	1	999	99	0	jujian_shou	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	380	9999	999	99	16	shouji1	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	380	9999	999	99	16	shouji1	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	380	9999	999	99	16	shouji2	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	381	9999	999	99	16	shouji1	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	381	9999	999	99	16	shouji2	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	381	9999	999	99	16	shouji2	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	382	9999	999	99	16	shouji1	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	382	9999	999	99	16	shouji2	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	382	9999	999	99	0	shouji3	-1	1	0.1	0.6	0	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	382	9999	999	99	0	shouji3	-1	1	0.1	0.6	0	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
#主角	#受击动作	383	9999	999	99	16	shouji1	-1	1	0.1	0.3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0.1	Bip01	0	0	0	0	0	0																																																																																																																																																																																																																								
