#怪物信息配置文件																																																																																																																																																																																																																																																															
#AI类型 3 游荡普通怪物 4无法移动怪物 5 阻挡																																																																																																																																																																																																																																																															
#血条类型 0 头顶血条 1 UI血条  2 精英 3 无血条																																																																																																																																																																																																																																																															
#性格类型  1 BOSS 2 小怪 3 阻挡 4精英																																																																																																																																																																																																																																																															
#施放规则 1 CD一到立即释放 2和距离相关 距离太近不施放 （此项配置只对普通AI有效 BOSS统一配0）																																																																																																																																																																																																																																																															
#ID 	#模型名	#prefab名	#头像路径	#名字	#受击ID	#质量系数	#AI类型	#QTE ID	#攻击范围	#物理攻击力	#魔法攻击力	#物理防御	#魔法防御	#金	#木	#水	#火	#土	#视野范围	#是否动作移动	#前动速度	#横移速度#后退速度		#转向速度	#最大灵力值	#最大生命	#攻击间隔	#性格	#观望时间	#观望距离	#连续攻击次数	#是否呼叫友军	#是否后跳	#是否横移	#是否逃跑	#逃跑血量	#求饶血量	#死亡脚本模板	#死亡脚本数据	#进入战斗喊话	#挑衅喊话	#逃跑喊话	#随机技能信息ID	#随机技能个数	#攻击技能1	#施放规则	#攻击技能2	#施放规则	#攻击技能3	#施放规则	#攻击技能4	#施放规则	#攻击技能5	#施放规则	#攻击技能6	#施放规则	#攻击技能7	#施放规则	#攻击技能8	#施放规则	#攻击技能9	#施放规则	#攻击技能10	#施放规则	#攻击技能11	#施放规则	#Buff技能	#加血技能	#掉落规则1	#掉落规则2	#掉落规则3	#掉落规则4	#掉落规则5	#灵魂球掉落规则	#红魂掉落个数	#黄魂掉落个数	#特写相机高度	#特写相机距离	#血条类型	#刷新特效	#血条高度	#死亡特效	#死亡声音	#死亡规则	#出生行为																																																																																																																																																																										
1103001	RealMesh	5001	EZGUI/Main/Gorilla	山涧猴（蓝）	100	1	0	0	1.8	48	48	36	36	0	0	0	0	0	25	0	4	1	1	120	1500	850	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	0	0	1	2	0	-1	2	0	10061	1002	101																																																																																																																																																																										
1103002	RealMesh	5019	EZGUI/Main/Gorilla	山涧老猴	100	1	12	0	1.8	48	48	36	36	0	0	0	0	0	25	0	3	1	1	120	1500	1700	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	0	0	1	2	0	-1	2	0	10061	1002	101																																																																																																																																																																										
1103003	RealMesh	5004	EZGUI/Main/Gorilla	陈巧倩（BOSS）	102	1	15	0	1	48	48	48	48	0	0	0	0	0	30	0	3	1	1	800	1500	15700	0	1	5	10	1	1	1	1	0	0.2	0.2	23	1001003	小贼看招！	null	null	0	0	4005	1	4006	1	4007	1	4008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	-1	2	0	0	1006	100																																																																																																																																																																										
1103004	RealMesh	5001	EZGUI/Main/Gorilla	山涧小猴	100	1	0	0	1.8	48	48	36	36	0	0	0	0	0	25	0	5.5	1	1	120	1500	425	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	0	0	1	2	0	-1	3	0	10061	1002	102																																																																																																																																																																										
1104001	RealMesh	5001	EZGUI/Main/Gorilla	山涧猴（蓝）	100	1	0	0	1.4	83	83	57	57	0	0	0	0	0	30	0	4	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	70	2	0	10061	1002	100																																																																																																																																																																										
1104002	RealMesh	5005	EZGUI/Main/Gorilla	山涧猴（黄）	100	1	0	0	1.4	83	83	57	57	0	0	0	0	0	30	0	3	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	70	2	0	10061	1002	100																																																																																																																																																																										
1104003	RealMesh	5006	EZGUI/Main/Gorilla	梦华鸟（透明）	100	1	0	0	2.5	83	83	57	57	0	0	0	0	0	80	0	3	1	1	120	1500	300	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	你的痛苦会让本尊快乐！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	2	2	0	70	3	818	0	1003	100																																																																																																																																																																										
1104004	RealMesh	5007	EZGUI/Main/Gorilla	梦华鸟（BOSS）	102	1	33	0	5	128	128	0	0	0	0	0	0	0	80	0	3	1	1	90	1500	45500	0	1	5	10	1	1	1	1	0	0.2	0.2	35	3104009	你的痛苦会让本尊快乐！	null	null	0	0	9015	1	9024	1	9031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	2	1	70	3	0	0	1006	100																																																																																																																																																																										
1104005	RealMesh	5022	EZGUI/Main/Gorilla	山涧猴王（精英）	102	1	60	0	1.4	128	128	0	0	0	0	0	0	0	10	0	3	1	1	800	1500	17300	0	4	5	10	1	1	1	1	0	0.2	0.2	-1	-1	你的痛苦会让本尊快乐！	null	null	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100001	20	0	2	2	1	70	3	0	10061	1002	100																																																																																																																																																																										
1104006	RealMesh	5019	EZGUI/Main/Gorilla	山涧老猴	100	1	12	0	1.8	83	83	57	57	0	0	0	0	0	25	0	3	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	0	0	1	2	0	-1	2	0	10061	1002	101																																																																																																																																																																										
1104007	RealMesh	5001	EZGUI/Main/Gorilla	山涧小猴	100	1	0	0	1.8	83	83	57	57	0	0	0	0	0	25	0	5.5	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	0	0	1	2	0	-1	3	0	10061	1002	102																																																																																																																																																																										
1104008	RealMesh	5054	EZGUI/Main/Gorilla	铁臂猿	100	1	0	0	3	83	83	57	57	0	0	0	0	0	30	0	2.8	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	死死死死死死死！	吼吼！	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	70	1.5	0	20135	1002	100																																																																																																																																																																										
1104009	RealMesh	5025	EZGUI/Main/Gorilla	风小妖头目	100	1	77	0	2	83	83	57	57	0	0	0	0	0	80	0	2	1	1	120	1500	3600	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	你的痛苦会让本尊快乐！	null	null	0	0	60001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	2	2	0	-1	3	0	40019	1002	100																																																																																																																																																																										
1104010	RealMesh	5021	EZGUI/Main/Gorilla	风小妖	100	1	77	0	2	83	83	57	57	0	0	0	0	0	80	0	2.5	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	你的痛苦会让本尊快乐！	null	null	0	0	60002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	2	2	0	-1	3	0	40019	1002	100																																																																																																																																																																										
1104011	RealMesh	5020	EZGUI/Main/Gorilla	鲁韬长老	100	1	27	0	2	83	83	57	57	0	0	0	0	0	40	0	3	1	1	120	1500	1800	0	2	5	10	3	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	9009	1	9005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	3	70	2	0	0	1001	100																																																																																																																																																																										
1104012	RealMesh	5021	EZGUI/Main/Gorilla	风小妖（剧情用）	100	1	77	0	2	83	83	57	57	0	0	0	0	0	80	0	3	1	1	120	1500	1800	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	你的痛苦会让本尊快乐！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	2	2	0	-1	3	0	40019	1002	100																																																																																																																																																																										
1105001	RealMesh	5008	EZGUI/Main/Gorilla	闪电傀儡（黄）	100	1	0	0	1.5	69	69	45	45	0	0	0	0	0	35	0	3.5	1	1	120	1500	1300	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	449	2	0	0	1002	103																																																																																																																																																																										
1105002	RealMesh	5009	EZGUI/Main/Gorilla	睡眠傀儡（红）	100	1	0	0	2	69	69	45	45	0	0	0	0	0	25	0	3.5	1	1	120	1500	1300	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	449	2	0	0	1002	100																																																																																																																																																																										
1105003	RealMesh	5010	EZGUI/Main/Gorilla	巨型傀儡（绿）	100	1	0	0	2	69	69	45	45	0	0	0	0	0	25	0	3.5	1	1	120	1500	1300	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	449	2	0	0	1002	100																																																																																																																																																																										
1105004	RealMesh	5011	EZGUI/Main/Gorilla	瞬移傀儡（紫）	100	1	0	0	2	69	69	45	45	0	0	0	0	0	25	0	3.5	1	1	120	1500	1300	0	2	5	10	1	1	1	1	0	0.2	0.2	-1	-1	推山倒海！	null	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100002	1	0	1	2	0	449	2	0	0	1002	100																																																																																																																																																																										
