#炼化合成功能表																																																					
#对应炼丹器符	#对应回复类等	#对应界面位置	#界面位置对应的ID	#此ID配方的第几套材料	#	#	#	#丹药特殊,只在4号UI位有效																																													
#丹=0;符=1;器=2	#字符,标明小类名称	#数字	#数字	#数字	#浮点数,10%写为0.1	#数字	#数字	#数字	#数字																																												
#合成类型	#所属小类	#界面位置	#道具ID	#此ID配方的第几套材料	#合成附赠品获得几率	#合成附赠品道具ID	#合成附赠品道具最大数量	#以/分割,代表1~3号位各需炼化几个才激活	#帮助ID																																												
0	0	1	2010001	1	0.3	3010053	3	0	4000001																																												
0	0	2	2010004	1	0.1	3010054	3	0	4000002																																												
0	0	3	2010007	1	0.1	3010059	3	0	4000003																																												
0	0	4	2010010	1	0.1	3010062	3	3/3/3	4000004																																												
0	1	1	2010002	1	0.3	3010052	3	0	4000005																																												
0	1	2	2010005	1	0.1	3010050	3	0	4000006																																												
0	1	3	2010008	1	0.1	3010044	3	0	4000007																																												
0	1	4	2010011	1	0.1	3010038	3	3/3/3	4000008																																												
0	2	1	2010003	1	0.3	3010029	3	0	4000009																																												
0	2	2	2010006	1	0.1	3010022	3	0	4000010																																												
0	2	3	2010009	1	0.1	3010019	3	0	4000011																																												
0	2	4	2010012	1	0.1	3010016	3	3/3/3	4000012																																												
1	3	1	4010001	1	0	0	3	0	4000013																																												
1	3	2	4010003	1	0	0	3	0	4000015																																												
1	3	3	4010005	1	0	0	3	3	4000016																																												
1	3	4	4010009	1	0	0	3	3	4000018																																												
1	3	5	4010012	1	0	0	3	3	4000019																																												
1	3	12	4010018	1	0	0	3	3	4000021																																												
1	3	7	4010002	1	0	0	3	3	4000014																																												
1	3	11	4010015	1	0	0	3	3	4000020																																												
1	3	9	4010007	1	0	0	3	3	4000017																																												
1	4	1	4010021	1	0	0	3	3	4000022																																												
1	4	2	4010023	1	0	0	3	3	4000024																																												
1	4	3	4010025	1	0	0	3	3	4000025																																												
1	4	4	4010029	1	0	0	3	3	4000027																																												
1	4	5	4010032	1	0	0	3	3	4000028																																												
1	4	12	4010038	1	0	0	3	3	4000030																																												
1	4	7	4010022	1	0	0	3	3	4000023																																												
1	4	11	4010035	1	0	0	3	3	4000029																																												
1	4	9	4010027	1	0	0	3	3	4000026																																												
1	5	1	4010041	1	0	0	3	3	4000031																																												
1	5	2	4010043	1	0	0	3	3	4000034																																												
1	5	3	4010045	1	0	0	3	3	4000033																																												
1	5	4	4010049	1	0	0	3	3	4000036																																												
1	5	5	4010052	1	0	0	3	3	4000037																																												
1	5	12	4010058	1	0	0	3	3	4000039																																												
1	5	7	4010042	1	0	0	3	3	4000032																																												
1	5	11	4010055	1	0	0	3	3	4000038																																												
1	5	9	4010047	1	0	0	3	3	4000035																																												
2	6	1	1111101	1	0	0	3	3	4000059																																												
2	6	2	1121101	1	0	0	3	3	4000065																																												
2	6	3	1131101	1	0	0	3	3	4000071																																												
2	6	4	1141101	1	0	0	3	3	4000077																																												
2	6	5	1151101	1	0	0	3	3	4000083																																												
2	6	6	1012001	1	0	0	3	3	4000040																																												
2	6	7	1023001	1	0	0	3	3	4000046																																												
2	6	8	1033001	1	0	0	3	3	4000052																																												
2	7	1	1112101	1	0	0	3	3	4000060																																												
2	7	2	1122101	1	0	0	3	3	4000066																																												
2	7	3	1132101	1	0	0	3	3	4000072																																												
2	7	4	1142101	1	0	0	3	3	4000078																																												
2	7	5	1152101	1	0	0	3	3	4000084																																												
2	7	6	1015001	1	0	0	3	3	4000041																																												
2	7	7	1026001	1	0	0	3	3	4000047																																												
2	7	8	1036001	1	0	0	3	3	4000053																																												
2	8	1	1113101	1	0	0	3	3	4000061																																												
2	8	2	1123101	1	0	0	3	3	4000067																																												
2	8	3	1133101	1	0	0	3	3	4000073																																												
2	8	4	1143101	1	0	0	3	3	4000079																																												
2	8	5	1153101	1	0	0	3	3	4000085																																												
2	8	6	1012101	1	0	0	3	3	4000042																																												
2	8	7	1023101	1	0	0	3	3	4000048																																												
2	8	8	1033101	1	0	0	3	3	4000054																																												
2	9	1	1114101	1	0	0	3	3	4000062																																												
2	9	2	1124101	1	0	0	3	3	4000068																																												
2	9	3	1134101	1	0	0	3	3	4000074																																												
2	9	4	1144101	1	0	0	3	3	4000080																																												
2	9	5	1154101	1	0	0	3	3	4000086																																												
2	9	6	1015101	1	0	0	3	3	4000043																																												
2	9	7	1026101	1	0	0	3	3	4000049																																												
2	9	8	1036101	1	0	0	3	3	4000055																																												
2	10	1	1115101	1	0	0	3	3	4000063																																												
2	10	2	1125101	1	0	0	3	3	4000069																																												
2	10	3	1135101	1	0	0	3	3	4000075																																												
2	10	4	1145101	1	0	0	3	3	4000081																																												
2	10	5	1155101	1	0	0	3	3	4000087																																												
2	10	6	1012201	1	0	0	3	3	4000044																																												
2	10	7	1023201	1	0	0	3	3	4000050																																												
2	10	8	1033201	1	0	0	3	3	4000056																																												
2	11	1	1116101	1	0	0	3	3	4000064																																												
2	11	2	1126101	1	0	0	3	3	4000070																																												
2	11	3	1136101	1	0	0	3	3	4000076																																												
