#配方总表																																																																																																																																																																																																																																																														
#	#	#一对材料																																																																																																																																																																																																																																																												
#合成物品ID	#非1即0	#物品ID	#整型,数字	#物品ID	#整型,数字	#物品ID	#整型,数字																																																																																																																																																																																																																																																							
#合成物品ID	#是否是卷轴	#配置材料	#配置材料个数	#配置材料	#配置材料个数	#配置材料	#配置材料个数																																																																																																																																																																																																																																																							
2010001	0	3020001	1	3020002	1	3020003	1																																																																																																																																																																																																																																																							
2010002	0	3020004	1	3020005	1	3020001	1																																																																																																																																																																																																																																																							
2010003	0	3020003	1	3020006	1	3020004	1																																																																																																																																																																																																																																																							
2010004	0	3020007	1	3020008	1	3020009	1																																																																																																																																																																																																																																																							
2010005	0	3020009	1	3020010	1	3020011	1																																																																																																																																																																																																																																																							
2010006	0	3020011	1	3020012	1	3020007	1																																																																																																																																																																																																																																																							
2010007	0	3020013	1	3020014	1	3020015	1																																																																																																																																																																																																																																																							
2010008	0	3020016	1	3020017	1	3020018	1																																																																																																																																																																																																																																																							
2010009	0	3020019	1	3020020	1	3020021	1																																																																																																																																																																																																																																																							
2010010	0	3020022	1	3020023	1	3020024	1																																																																																																																																																																																																																																																							
2010011	0	3020025	1	3020026	1	3020027	1																																																																																																																																																																																																																																																							
2010012	0	3020028	1	3020029	1	3020030	1																																																																																																																																																																																																																																																							
1111101	0	3010001	1	3010002	1	1111001	1																																																																																																																																																																																																																																																							
1121101	0	3010003	1	3010002	1	1121001	1																																																																																																																																																																																																																																																							
1131101	0	3010004	1	3010002	1	1131001	1																																																																																																																																																																																																																																																							
1141101	0	3010005	1	3010002	1	1141001	1																																																																																																																																																																																																																																																							
1151101	0	3010006	1	3010002	1	1151001	1																																																																																																																																																																																																																																																							
1011101	0	3010007	1	3010002	1	1011001	1																																																																																																																																																																																																																																																							
1021101	0	3010007	1	3010002	1	1021001	1																																																																																																																																																																																																																																																							
1031101	0	3010007	1	3010002	1	1031001	1																																																																																																																																																																																																																																																							
1112101	0	3010008	1	3010009	1	1112001	1																																																																																																																																																																																																																																																							
1122101	0	3010010	1	3010009	1	1122001	1																																																																																																																																																																																																																																																							
1132101	0	3010011	1	3010009	1	1132001	1																																																																																																																																																																																																																																																							
1142101	0	3010012	1	3010009	1	1142001	1																																																																																																																																																																																																																																																							
1152101	0	3010013	1	3010009	1	1152001	1																																																																																																																																																																																																																																																							
1012101	0	3010021	1	3010016	1	1011101	1																																																																																																																																																																																																																																																							
1022101	0	3010014	1	3010009	1	1022001	1																																																																																																																																																																																																																																																							
1032101	0	3010014	1	3010009	1	1032001	1																																																																																																																																																																																																																																																							
1113101	0	3010015	1	3010016	1	1113001	1																																																																																																																																																																																																																																																							
1123101	0	3010017	1	3010016	1	1123001	1																																																																																																																																																																																																																																																							
1133101	0	3010018	1	3010016	1	1133001	1																																																																																																																																																																																																																																																							
1143101	0	3010019	1	3010016	1	1143001	1																																																																																																																																																																																																																																																							
1153101	0	3010020	1	3010016	1	1153001	1																																																																																																																																																																																																																																																							
1013101	0	3010021	1	3010016	1	1013001	1																																																																																																																																																																																																																																																							
1023101	0	3010021	1	3010016	1	1022101	1																																																																																																																																																																																																																																																							
1033101	0	3010021	1	3010016	1	1032101	1																																																																																																																																																																																																																																																							
1113206	0	3010022	1	3010023	1	1113101	1																																																																																																																																																																																																																																																							
1123206	0	3010024	1	3010023	1	1123101	1																																																																																																																																																																																																																																																							
1133206	0	3010025	1	3010023	1	1133101	1																																																																																																																																																																																																																																																							
